,imodulon,annotation,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,source,kegg_id,pathway_name,module_name,value
93,CcpN,,0.0003440188625635451,0.025801414692265878,0.8333333333333334,0.00792393026941363,0.015698587127158554,5.0,631.0,6.0,,map01100,Metabolic pathways,,
94,CcpN,,0.0015464584101536382,0.08698828557114215,0.3333333333333333,0.044444444444444446,0.0784313725490196,2.0,45.0,6.0,,map00010,Glycolysis / Gluconeogenesis,,
95,52,,0.00015875025398185945,0.03571880714591838,0.1875,0.1,0.13043478260869568,3.0,30.0,16.0,,map01212,Fatty acid metabolism,,
96,G-box,,2.180451940177596e-21,4.90601686539959e-19,0.8666666666666667,0.15476190476190477,0.26262626262626265,13.0,84.0,15.0,,map00230,Purine metabolism,,
97,G-box,,3.9851021254109656e-14,4.483239891087336e-12,0.8666666666666667,0.04482758620689655,0.08524590163934426,13.0,290.0,15.0,,map01110,Biosynthesis of secondary metabolites,,
98,G-box,,1.1093892003803801e-13,8.32041900285285e-12,0.8,0.05357142857142857,0.100418410041841,12.0,224.0,15.0,,map01130,,,
99,G-box,,9.62811611879938e-10,5.415815316824651e-08,0.8666666666666667,0.020602218700475437,0.04024767801857585,13.0,631.0,15.0,,map01100,Metabolic pathways,,
100,G-box,,0.0008567595149841105,0.03855417817428497,0.13333333333333333,0.15384615384615385,0.14285714285714288,2.0,13.0,15.0,,map00670,One carbon pool by folate,,
101,ResD,,3.0462521327476465e-13,6.854067298682204e-11,0.1896551724137931,0.3142857142857143,0.2365591397849462,11.0,35.0,58.0,,map00190,Oxidative phosphorylation,,
102,ResD,,7.068596385232332e-11,7.952170933386373e-09,0.13793103448275862,0.4,0.20512820512820515,8.0,20.0,58.0,,map00860,Porphyrin and chlorophyll metabolism,,
103,ResD,,4.450152603848547e-05,0.00333761445288641,0.05172413793103448,0.5,0.09375,3.0,6.0,58.0,,map04714,Thermogenesis,,
104,GlpP,,1.0472760478192968e-05,0.002356371107593418,0.3076923076923077,0.08,0.126984126984127,4.0,50.0,13.0,,map00500,Starch and sucrose metabolism,,
105,GlpP,,0.0002799743623322172,0.031497115762374434,0.23076923076923078,0.06666666666666667,0.10344827586206898,3.0,45.0,13.0,,map00010,Glycolysis / Gluconeogenesis,,
106,MntR,,5.2809428869748736e-06,0.0011882121495693466,0.8,0.028368794326241134,0.0547945205479452,4.0,141.0,5.0,,map02010,ABC transporters,,
107,FapR,,4.194459175497218e-10,9.437533144868741e-08,0.5555555555555556,0.20833333333333334,0.30303030303030304,5.0,24.0,9.0,,map00061,Fatty acid biosynthesis,,
108,FapR,,1.399781554014362e-09,1.5747542482661572e-07,0.5555555555555556,0.16666666666666666,0.2564102564102564,5.0,30.0,9.0,,map01212,Fatty acid metabolism,,
109,FapR,,5.20400262886654e-07,3.903001971649905e-05,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,9.0,9.0,,map00333,Prodigiosin biosynthesis,,
110,FapR,,3.757694013123245e-05,0.0021137028823818254,0.7777777777777778,0.011093502377179081,0.021875,7.0,631.0,9.0,,map01100,Metabolic pathways,,
111,FapR,,0.0005789550195984469,0.02605297588193011,0.2222222222222222,0.1111111111111111,0.14814814814814814,2.0,18.0,9.0,,map00780,Biotin metabolism,,
112,FapR,,0.0007174113830610527,0.026902926864789473,0.2222222222222222,0.1,0.13793103448275865,2.0,20.0,9.0,,map00561,Glycerolipid metabolism,,
113,FapR,,0.000870337792475262,0.027975143329561993,0.2222222222222222,0.09090909090909091,0.1290322580645161,2.0,22.0,9.0,,map00564,Glycerophospholipid metabolism,,
114,CcpA-2,,4.832112336008465e-08,1.0872252756019045e-05,0.21875,0.14,0.17073170731707318,7.0,50.0,32.0,,map00500,Starch and sucrose metabolism,,
115,CcpA-2,,3.8464976698631514e-05,0.004327309878596045,0.125,0.14814814814814814,0.13559322033898305,4.0,27.0,32.0,,map00051,Fructose and mannose metabolism,,
116,CcpA-2,,0.00015765835226808517,0.011824376420106386,0.09375,0.2,0.12765957446808512,3.0,15.0,32.0,,map00562,Inositol phosphate metabolism,,
117,CcpA-2,,0.0008523971839680879,0.04794734159820494,0.09375,0.11538461538461539,0.10344827586206896,3.0,26.0,32.0,,map02060,Phosphotransferase system (PTS),,
0,S-box,,1.4287391786808293e-14,3.843308390651431e-12,0.30434782608695654,0.6363636363636364,0.411764705882353,7.0,11.0,23.0,,M00034,,Methionine salvage pathway,
1,S-box,,1.2100506159482262e-09,1.6275180784503643e-07,0.21739130434782608,0.45454545454545453,0.29411764705882354,5.0,11.0,23.0,,M00017,,"Methionine biosynthesis, aspartate => homoserine => methionine",
2,S-box,,7.233559725126733e-06,0.0006486091886863638,0.13043478260869565,0.375,0.19354838709677416,3.0,8.0,23.0,,M00018,,"Threonine biosynthesis, aspartate => homoserine => threonine",
3,S-box,,8.090795663734535e-05,0.005441060083861475,0.08695652173913043,0.6666666666666666,0.15384615384615383,2.0,3.0,23.0,,M00020,,"Serine biosynthesis, glycerate-3P => serine",
4,WalR,,1.4560615823006415e-08,3.916805656388726e-06,0.2222222222222222,0.5,0.30769230769230765,4.0,8.0,18.0,,M00209,,,
5,WalR,,6.05597922321004e-08,8.145292055217505e-06,0.16666666666666666,1.0,0.2857142857142857,3.0,3.0,18.0,,M00208,,,
6,Rex,,1.3454225955323817e-05,0.003619186781982107,0.2857142857142857,0.5,0.36363636363636365,2.0,4.0,7.0,,M00153,,Cytochrome bd ubiquinol oxidase,
7,Fnr,,8.905851798838277e-09,2.395674133887497e-06,0.3,1.0,0.4615384615384615,3.0,3.0,10.0,,M00529,,"Denitrification, nitrate => nitrogen",
8,Fnr,,1.7746867225806202e-07,2.3869536418709342e-05,0.3,0.5,0.37499999999999994,3.0,6.0,10.0,,M00530,,"Dissimilatory nitrate reduction, nitrate => ammonia",
9,Fnr,,4.812499665792818e-06,0.0004315208033660893,0.2,1.0,0.33333333333333337,2.0,2.0,10.0,,M00804,,"Complete nitrification, comammox, ammonia => nitrite => nitrate",
10,CsoR/Fnr,,8.144104608310961e-06,0.0021907641396356485,0.03409090909090909,1.0,0.06593406593406592,3.0,3.0,88.0,,M00529,,"Denitrification, nitrate => nitrogen",
11,CsoR/Fnr,,0.00015578599693511842,0.020953216587773427,0.03409090909090909,0.5,0.06382978723404255,3.0,6.0,88.0,,M00530,,"Dissimilatory nitrate reduction, nitrate => ammonia",
12,CsoR/Fnr,,0.00040938330490344183,0.03670803633967529,0.022727272727272728,1.0,0.044444444444444446,2.0,2.0,88.0,,M00804,,"Complete nitrification, comammox, ammonia => nitrite => nitrate",
13,PyrR,,2.3168098836515437e-19,6.232218587022653e-17,0.7777777777777778,0.7777777777777778,0.7777777777777778,7.0,9.0,9.0,,M00051,,"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",
14,CodY,,6.708789180026882e-17,1.8046642894272312e-14,0.1232876712328767,1.0,0.2195121951219512,9.0,9.0,73.0,,M00439,,,
15,CodY,,2.9150871235056905e-13,3.920792181115154e-11,0.0958904109589041,1.0,0.175,7.0,7.0,73.0,,M00239,,,
16,CodY,,1.8791434755889587e-11,1.6849653164447664e-09,0.0821917808219178,1.0,0.1518987341772152,6.0,6.0,73.0,,M00566,,,
17,CodY,,4.971009867741735e-06,0.0002674403308845053,0.0547945205479452,0.5,0.09876543209876543,4.0,8.0,73.0,,M00196,,,
18,CodY,,4.615902987337861e-06,0.0002674403308845053,0.0410958904109589,1.0,0.07894736842105263,3.0,3.0,73.0,,M00221,,,
19,CymR-1,,2.7118318727462575e-07,7.294827737687432e-05,0.10344827586206896,1.0,0.1875,3.0,3.0,29.0,,M00586,,,
20,CymR-1,,5.350591550577331e-06,0.0007196545635526511,0.10344827586206896,0.5,0.17142857142857143,3.0,6.0,29.0,,M00609,,"Cysteine biosynthesis, methionine => cysteine",
21,CymR-1,,1.4846828392285205e-05,0.0013312656125082402,0.10344827586206896,0.375,0.16216216216216217,3.0,8.0,29.0,,M00176,,"Assimilatory sulfate reduction, sulfate => H2S",
22,CymR-1,,9.392350470349986e-05,0.006316355691310366,0.10344827586206896,0.21428571428571427,0.1395348837209302,3.0,14.0,29.0,,M00121,,"Heme biosynthesis, plants and bacteria, glutamate => heme",
23,RhgR,,1.0492489056848818e-05,0.002822479556292332,0.03125,0.6666666666666666,0.05970149253731343,4.0,6.0,128.0,,M00603,,,
24,RhgR,,2.234026923096787e-05,0.0030047662115651784,0.0390625,0.38461538461538464,0.07092198581560284,5.0,13.0,128.0,,M00429,,,
25,RhgR,,0.0002424886730022457,0.021743151012534698,0.0234375,0.6,0.045112781954887216,3.0,5.0,128.0,,M00207,,,
26,RhgR,,0.0008124075226561673,0.05463440589862725,0.0234375,0.42857142857142855,0.04444444444444444,3.0,7.0,128.0,,M00275,,,
27,CymR-2,,1.6173285624076364e-12,4.350613832876542e-10,0.23809523809523808,1.0,0.3846153846153846,5.0,5.0,21.0,,M00585,,,
28,CymR-2,,9.870652410379112e-08,1.3276027491959907e-05,0.14285714285714285,1.0,0.25,3.0,3.0,21.0,,M00436,,,
29,stringent response,,1.8568155107072405e-44,4.994833723802477e-42,0.7428571428571429,0.4482758620689655,0.5591397849462366,26.0,58.0,35.0,,M00178,,,
30,stringent response,,6.8396901625110405e-40,9.19938326857735e-38,0.6,0.65625,0.626865671641791,21.0,32.0,35.0,,M00179,,,
31,23,,2.245833177369985e-06,0.000604129124712526,0.2857142857142857,1.0,0.4444444444444445,2.0,2.0,7.0,,M00707,,,
32,PhoP,,6.80980447329529e-13,1.8318374033164333e-10,0.2777777777777778,1.0,0.4347826086956522,5.0,5.0,18.0,,M00222,,,
33,SigB-2,,1.6989338136793167e-06,0.00045701319587973624,0.07142857142857142,0.5,0.125,4.0,8.0,56.0,,M00209,,,
34,TnrA-1,,2.1196789925428258e-12,5.701936489940202e-10,0.15789473684210525,0.8571428571428571,0.26666666666666666,6.0,7.0,38.0,,M00239,,,
35,TnrA-1,,2.5114066967049163e-11,3.3778420070681126e-09,0.15789473684210525,0.6666666666666666,0.25531914893617025,6.0,9.0,38.0,,M00439,,,
36,TnrA-1,,2.191675706977302e-09,1.9652025505896473e-07,0.13157894736842105,0.625,0.21739130434782608,5.0,8.0,38.0,,M00570,,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",
37,TnrA-1,,5.070071344546477e-09,3.409622979207506e-07,0.10526315789473684,1.0,0.1904761904761905,4.0,4.0,38.0,,M00432,,"Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate",
38,TnrA-1,,1.741226793820984e-07,9.367800150756893e-06,0.10526315789473684,0.5714285714285714,0.17777777777777778,4.0,7.0,38.0,,M00019,,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",
39,TnrA-1,,6.260813814583298e-07,2.806931526871512e-05,0.07894736842105263,1.0,0.14634146341463414,3.0,3.0,38.0,,M00535,,"Isoleucine biosynthesis, pyruvate => 2-oxobutanoate",
40,TnrA-1,,3.400916173989653e-05,0.0013069235011474525,0.07894736842105263,0.375,0.13043478260869565,3.0,8.0,38.0,,M00018,,"Threonine biosynthesis, aspartate => homoserine => threonine",
41,TnrA-1,,0.0011029130303660973,0.037085450646060024,0.05263157894736842,0.3333333333333333,0.09090909090909091,2.0,6.0,38.0,,M00566,,,
42,YlxR-1,,6.706749695026615e-22,1.8041156679621597e-19,0.8,0.8,0.8000000000000002,8.0,10.0,10.0,,M00026,,"Histidine biosynthesis, PRPP => histidine",
43,YlxR-1,,2.8803794452924177e-05,0.003874110353918302,0.2,0.5,0.28571428571428575,2.0,4.0,10.0,,M00754,,,
44,MtlR,,3.2083331105285437e-07,8.630416067321783e-05,0.6666666666666666,1.0,0.8,2.0,2.0,3.0,,M00274,,,
45,TnrA-2,,3.486506077499929e-18,9.378701348474808e-16,0.25,1.0,0.4,8.0,8.0,32.0,,M00546,,"Purine degradation, xanthine => urea",
46,SwrA,,1.6939470594603058e-06,0.0004556717589948223,0.12,0.6,0.19999999999999998,3.0,5.0,25.0,,M00506,,,
47,YlxR-2,,2.45143979853117e-10,3.297186529024424e-08,0.3076923076923077,0.8,0.4444444444444444,4.0,5.0,13.0,,M00028,,"Ornithine biosynthesis, glutamate => ornithine",
48,YlxR-2,,2.45143979853117e-10,3.297186529024424e-08,0.3076923076923077,0.8,0.4444444444444444,4.0,5.0,13.0,,M00845,,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine",
49,YlxR-2,,2.122561345389799e-08,1.42742250477464e-06,0.23076923076923078,1.0,0.375,3.0,3.0,13.0,,M00236,,,
50,YlxR-2,,2.122561345389799e-08,1.42742250477464e-06,0.23076923076923078,1.0,0.375,3.0,3.0,13.0,,M00844,,"Arginine biosynthesis, ornithine => arginine",
51,YlxR-2,,8.475512193142982e-08,4.559825559910925e-06,0.23076923076923078,0.75,0.3529411764705882,3.0,4.0,13.0,,M00029,,Urea cycle,
52,YlxR-2,,0.00029675258843125935,0.013304407714668127,0.15384615384615385,0.2222222222222222,0.18181818181818185,2.0,9.0,13.0,,M00051,,"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",
53,SigK,,8.556544729494554e-07,0.0002301710532234035,0.03007518796992481,1.0,0.058394160583941604,4.0,4.0,133.0,,M00793,,dTDP-L-rhamnose biosynthesis,
54,Zur,,9.375665359758881e-11,2.5220539817751392e-08,0.26666666666666666,1.0,0.4210526315789474,4.0,4.0,15.0,,M00242,,,
55,Thi-box,,6.2955274805258896e-06,0.0016934968922614644,0.13636363636363635,0.375,0.19999999999999998,3.0,8.0,22.0,,M00582,,,
56,Thi-box,,0.00024476334243683974,0.032920669557754946,0.09090909090909091,0.4,0.14814814814814814,2.0,5.0,22.0,,M00127,,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",
57,NusA,,5.731914469765733e-10,1.541884992366982e-07,0.06201550387596899,0.6153846153846154,0.11267605633802817,8.0,13.0,129.0,,M00429,,,
58,NusA,,7.561921259762712e-07,6.780522729587231e-05,0.031007751937984496,1.0,0.06015037593984962,4.0,4.0,129.0,,M00304,,,
59,NusA,,7.561921259762712e-07,6.780522729587231e-05,0.031007751937984496,1.0,0.06015037593984962,4.0,4.0,129.0,,M00432,,"Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate",
60,NusA,,2.5938590225843184e-05,0.0017443701926879542,0.023255813953488372,1.0,0.04545454545454545,3.0,3.0,129.0,,M00535,,"Isoleucine biosynthesis, pyruvate => 2-oxobutanoate",
61,NusA,,0.0008311631117926492,0.03958484169544939,0.023255813953488372,0.42857142857142855,0.04411764705882353,3.0,7.0,129.0,,M00019,,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",
62,NusA,,0.0008829332720174585,0.03958484169544939,0.015503875968992248,1.0,0.030534351145038167,2.0,2.0,129.0,,M00276,,,
63,NusA,,0.001300937193728369,0.04999315787327589,0.023255813953488372,0.375,0.043795620437956206,3.0,8.0,129.0,,M00570,,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",
64,CsoR,,0.00021929818503736836,0.058991211775052094,0.05454545454545454,0.3,0.0923076923076923,3.0,10.0,55.0,,M00053,,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",
65,AcoR,,1.3454225955325873e-05,0.00361918678198266,0.5,0.2857142857142857,0.36363636363636365,2.0,7.0,4.0,,M00307,,"Pyruvate oxidation, pyruvate => acetyl-CoA",
66,LnrK,,2.44079358410259e-05,0.006565734741235968,0.25,0.13636363636363635,0.1764705882352941,3.0,22.0,12.0,,M00254,,,
67,Fur,,1.246323256935522e-33,3.3526095611565545e-31,0.45,0.72,0.5538461538461539,18.0,25.0,40.0,,M00240,,,
68,CcpA-1,,7.934481701359406e-06,0.0010671877888328402,0.04878048780487805,0.5,0.08888888888888888,4.0,8.0,82.0,,M00196,,,
69,CcpA-1,,7.934481701359406e-06,0.0010671877888328402,0.04878048780487805,0.5,0.08888888888888888,4.0,8.0,82.0,,M00491,,,
70,CcpA-1,,0.00021769439451696572,0.019519930708354595,0.036585365853658534,0.42857142857142855,0.06741573033707865,3.0,7.0,82.0,,M00275,,,
71,CcpA-1,,0.0010523423887510883,0.07077002564351069,0.024390243902439025,0.6666666666666666,0.047058823529411764,2.0,3.0,82.0,,M00212,,,
72,CcpN,,7.183190951889765e-05,0.01932278366058347,0.3333333333333333,0.2,0.25,2.0,10.0,6.0,,M00003,,"Gluconeogenesis, oxaloacetate => fructose-6P",
73,52,,0.00045506485886304804,0.09310646719831125,0.125,0.2222222222222222,0.16,2.0,9.0,16.0,,M00082,,"Fatty acid biosynthesis, initiation",
74,52,,0.0006922413918090056,0.09310646719831125,0.125,0.18181818181818182,0.14814814814814814,2.0,11.0,16.0,,M00376,,3-Hydroxypropionate bi-cycle,
75,G-box,,6.711393484283873e-32,1.8053648472723618e-29,0.8,0.9230769230769231,0.8571428571428571,12.0,13.0,15.0,,M00048,,"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",
76,ResD,,2.9141491151537778e-08,7.839061119763663e-06,0.06896551724137931,1.0,0.12903225806451613,4.0,4.0,58.0,,M00155,,"Cytochrome c oxidase, prokaryotes",
77,ResD,,2.2899913592079574e-06,0.0003080038378134703,0.05172413793103448,1.0,0.09836065573770492,3.0,3.0,58.0,,M00154,,Cytochrome c oxidase,
78,ResD,,2.638479212132012e-05,0.0023658363602117043,0.06896551724137931,0.2857142857142857,0.1111111111111111,4.0,14.0,58.0,,M00121,,"Heme biosynthesis, plants and bacteria, glutamate => heme",
79,ResD,,0.00017677915439012315,0.011888398132735782,0.034482758620689655,1.0,0.06666666666666667,2.0,2.0,58.0,,M00458,,,
80,ResD,,0.001042442419955728,0.046736168494681804,0.034482758620689655,0.5,0.06451612903225806,2.0,4.0,58.0,,M00153,,Cytochrome bd ubiquinol oxidase,
81,ResD,,0.001042442419955728,0.046736168494681804,0.034482758620689655,0.5,0.06451612903225806,2.0,4.0,58.0,,M00416,,Cytochrome aa3-600 menaquinol oxidase,
82,ResD,,0.002561390310502222,0.09843057050358538,0.034482758620689655,0.3333333333333333,0.0625,2.0,6.0,58.0,,M00530,,"Dissimilatory nitrate reduction, nitrate => ammonia",
83,SigE,,2.379866693414425e-07,6.401841405284803e-05,0.041237113402061855,1.0,0.0792079207920792,4.0,4.0,97.0,,M00228,,,
84,SigE,,4.305533296627945e-05,0.005790942283964586,0.030927835051546393,0.75,0.05940594059405941,3.0,4.0,97.0,,M00565,,"Trehalose biosynthesis, D-glucose 1P => trehalose",
85,SigE,,0.0004979332987540319,0.04464801912161153,0.020618556701030927,1.0,0.04040404040404041,2.0,2.0,97.0,,M00232,,,
86,MntR,,3.434309655589337e-13,9.238292973535316e-11,0.8,1.0,0.888888888888889,4.0,4.0,5.0,,M00319,,,
87,FapR,,8.583197345131012e-09,2.3088800858402424e-06,0.4444444444444444,0.2857142857142857,0.34782608695652173,4.0,14.0,9.0,,M00083,,"Fatty acid biosynthesis, elongation",
88,FapR,,5.20400262886654e-07,6.999383535825496e-05,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,9.0,9.0,,M00082,,"Fatty acid biosynthesis, initiation",
89,FapR,,2.30501515893274e-05,0.002066830259176357,0.2222222222222222,0.5,0.30769230769230765,2.0,4.0,9.0,,M00089,,Triacylglycerol biosynthesis,
90,FapR,,0.0002097012829614816,0.014102411279159639,0.2222222222222222,0.18181818181818182,0.19999999999999998,2.0,11.0,9.0,,M00572,,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",
91,CcpA-2,,3.681085410186494e-07,9.90211975340167e-05,0.09375,1.0,0.17142857142857143,3.0,3.0,32.0,,M00212,,,
92,CcpA-2,,1.2626463277937703e-05,0.001698259310882621,0.09375,0.42857142857142855,0.15384615384615383,3.0,7.0,32.0,,M00275,,,
93,69,,2.245833177369985e-06,0.000604129124712526,0.2857142857142857,1.0,0.4444444444444445,2.0,2.0,7.0,,M00448,,,
0,S-box,,7.974572877993438e-23,2.280727843106123e-20,0.782608695652174,0.11764705882352941,0.20454545454545453,18.0,154.0,23.0,,,,,biosynthesis/ acquisition of amino acids
1,S-box,,4.0867629900607503e-22,5.844071075786873e-20,0.4782608695652174,0.5789473684210527,0.5238095238095238,11.0,19.0,23.0,,,,,biosynthesis/ acquisition of methionine/ S-adenosylmethionine
2,S-box,,9.95445653719994e-19,9.48991523213061e-17,0.782608695652174,0.07086614173228346,0.12996389891696752,18.0,279.0,23.0,,,,,amino acid/ nitrogen metabolism
3,S-box,,6.082162400048695e-10,4.348746116034817e-08,0.17391304347826086,1.0,0.29629629629629634,4.0,4.0,23.0,,,,,biosynthesis/ acquisition of methionine/ S-adenosylmethionine/ based on similarity
4,S-box,,1.3093455867039428e-09,7.489456755946551e-08,0.8695652173913043,0.017809439002671415,0.034904013961605584,20.0,1206.0,23.0,,,,,Metabolism
5,S-box,,3.630639926035591e-05,0.0017306050314102983,0.13043478260869565,0.23076923076923078,0.16666666666666669,3.0,13.0,23.0,,,,,biosynthesis/ acquisition of lysine/ threonine
6,WalR,,1.5146736984990723e-14,4.331966777707347e-12,0.4444444444444444,0.32,0.37209302325581395,8.0,25.0,18.0,,,,,coping with hyper-osmotic stress
7,WalR,,6.844496870154868e-08,9.787630524321461e-06,0.7222222222222222,0.020123839009287926,0.0391566265060241,13.0,726.0,18.0,,,,,Cellular processes
8,WalR,,2.5176269067511584e-06,0.00024001376511027708,0.2222222222222222,0.16,0.18604651162790697,4.0,25.0,18.0,,,,,autolysis
9,WalR,,1.1970008056214438e-05,0.0008123731695623981,0.3888888888888889,0.03317535545023697,0.061135371179039305,7.0,211.0,18.0,,,,,ABC transporters
10,WalR,,1.4202328139202765e-05,0.0008123731695623981,0.2222222222222222,0.10526315789473684,0.14285714285714285,4.0,38.0,18.0,,,,,cell wall degradation/ turnover
11,WalR,,7.924199212659448e-05,0.0037772016247010036,0.3333333333333333,0.031578947368421054,0.057692307692307696,6.0,194.0,18.0,,,,,cell envelope and cell division
12,WalR,,0.0013251097444443105,0.0473726733638841,0.4444444444444444,0.0136986301369863,0.026578073089700997,8.0,656.0,18.0,,,,,coping with stress
13,WalR,,0.0012106058289550535,0.0473726733638841,0.3888888888888889,0.016018306636155607,0.03076923076923077,7.0,437.0,18.0,,,,,transporters
14,WalR,,0.00240653504592903,0.07647433590396695,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.0,18.0,18.0,,,,,cell wall/ other
15,3,,3.617467899659367e-06,0.001034595819302579,0.06578947368421052,0.2127659574468085,0.10050251256281406,10.0,47.0,152.0,,,,,pseudogenes
16,3,,0.00031858877125975297,0.04197596967776729,0.1513157894736842,0.0756578947368421,0.10087719298245613,23.0,304.0,152.0,,,,,Prophages and mobile genetic elements
17,3,,0.00044030737424231425,0.04197596967776729,0.14473684210526316,0.07560137457044673,0.09932279909706544,22.0,291.0,152.0,,,,,prophages
18,Rex,,7.185881090485134e-10,2.0551619918787485e-07,0.7142857142857143,0.13513513513513514,0.22727272727272727,5.0,37.0,7.0,,,,,respiration
19,Rex,,4.34621035328445e-09,6.215080805196764e-07,0.5714285714285714,0.25,0.34782608695652173,4.0,16.0,7.0,,,,,terminal oxidases
20,Rex,,1.0931821091683138e-07,1.0421669440737925e-05,0.7142857142857143,0.05102040816326531,0.09523809523809523,5.0,98.0,7.0,,,,,electron transport and ATP synthesis
21,Rex,,7.847445338606336e-05,0.004599710288002392,1.0,0.006233303650934996,0.012389380530973453,7.0,1206.0,7.0,,,,,Metabolism
22,Rex,,8.041451552451734e-05,0.004599710288002392,0.2857142857142857,0.2222222222222222,0.25,2.0,9.0,7.0,,,,,overflow metabolism
23,Rex,,0.001415492857084968,0.06747182618771681,0.8571428571428571,0.0054894784995425435,0.01090909090909091,6.0,1093.0,7.0,,,,,membrane proteins
24,Fnr,,2.5139087711577717e-12,7.189779085511227e-10,0.5,0.5555555555555556,0.5263157894736842,5.0,9.0,10.0,,,,,anaerobic respiration
25,Fnr,,8.464345104783883e-09,1.2104013499840952e-06,0.5,0.13513513513513514,0.21276595744680854,5.0,37.0,10.0,,,,,respiration
26,Fnr,,2.2667891073099757e-08,2.16100561563551e-06,0.6,0.061224489795918366,0.1111111111111111,6.0,98.0,10.0,,,,,electron transport and ATP synthesis
27,Fnr,,1.3520925799536911e-06,9.667461946668891e-05,1.0,0.008904719501335707,0.017652250661959402,10.0,1206.0,10.0,,,,,Metabolism
28,Fnr,,3.999087603457968e-06,0.00022874781091779576,0.4,0.07547169811320754,0.12698412698412698,4.0,105.0,10.0,,,,,biosynthesis of antibacterial compounds
29,Fnr,,2.095520626511667e-05,0.0009988648319705612,0.4,0.05,0.0888888888888889,4.0,80.0,10.0,,,,,miscellaneous metabolic pathways
30,CsoR/Fnr,,6.7708824501237e-80,1.9364723807353782e-77,0.7727272727272727,0.3617021276595745,0.4927536231884059,68.0,188.0,88.0,,,,,SP-beta prophage
31,CsoR/Fnr,,7.175085845160938e-65,1.026037275858014e-62,0.7727272727272727,0.23367697594501718,0.35883905013192613,68.0,291.0,88.0,,,,,prophages
32,CsoR/Fnr,,1.9535025799357873e-63,1.8623391262054506e-61,0.7727272727272727,0.2236842105263158,0.3469387755102041,68.0,304.0,88.0,,,,,Prophages and mobile genetic elements
33,CsoR/Fnr,,3.678034277344594e-07,2.6297945083013848e-05,0.056818181818181816,0.5555555555555556,0.10309278350515465,5.0,9.0,88.0,,,,,anaerobic respiration
34,CsoR/Fnr,,1.8661400115162122e-05,0.0010674320865872733,0.045454545454545456,0.4444444444444444,0.08247422680412371,4.0,9.0,88.0,,,,,overflow metabolism
35,CsoR/Fnr,,8.372871830449505e-05,0.003991068905847597,0.06818181818181818,0.16216216216216217,0.09599999999999999,6.0,37.0,88.0,,,,,respiration
36,9,,1.4551110328964997e-07,4.161617554083989e-05,0.07058823529411765,0.2553191489361702,0.1105990783410138,12.0,47.0,170.0,,,,,pseudogenes
37,9,,0.00010784682969844,0.013180655528115728,0.15294117647058825,0.08552631578947369,0.10970464135021099,26.0,304.0,170.0,,,,,Prophages and mobile genetic elements
38,9,,0.00013825862442079436,0.013180655528115728,0.14705882352941177,0.0859106529209622,0.10845986984815618,25.0,291.0,170.0,,,,,prophages
39,9,,0.0005876379706035049,0.0420161148981506,0.3058823529411765,0.059907834101382486,0.10019267822736029,52.0,868.0,170.0,,,,,proteins of unknown function
40,SigM,,2.304007361060425e-22,6.589461052632816e-20,0.8421052631578947,0.12030075187969924,0.21052631578947367,16.0,133.0,19.0,,,,,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)"
41,SigM,,1.7641761843163289e-13,2.5227719435723502e-11,0.8947368421052632,0.02910958904109589,0.05638474295190713,17.0,656.0,19.0,,,,,coping with stress
42,SigM,,8.291109126321192e-08,7.904190700426203e-06,0.8947368421052632,0.013302034428794992,0.026214340786430222,17.0,1414.0,19.0,,,,,Lifestyles
43,SigM,,0.0013858559883497428,0.09908870316700662,0.10526315789473684,0.15384615384615385,0.125,2.0,13.0,19.0,,,,,lipid metabolism/ other
44,EAR riboswitch,,5.023223484452646e-36,1.4366419165534568e-33,1.0,0.32142857142857145,0.4864864864864865,18.0,56.0,18.0,,,,,biofilm formation
45,EAR riboswitch,,3.9459149336641253e-26,5.642658355139699e-24,1.0,0.10227272727272728,0.18556701030927836,18.0,181.0,18.0,,,,,exponential and early post-exponential lifestyles
46,EAR riboswitch,,2.7099273278285486e-10,2.5834640525298828e-08,1.0,0.014084507042253521,0.02777777777777778,18.0,1414.0,18.0,,,,,Lifestyles
